Building/Room       Class Times              Professor Names               
AB-2200             10:20 AM - 11:40 AM      YOUSEFIAN                     
AB-1100             2:00 PM - 3:20 PM        GHOFRANI, ALI                 
AB-3450             2:00 PM - 3:20 PM        WICKS, ELIN                   
AB-3450             2:00 PM - 3:20 PM        WICKS, ELIN                   
AB-3450             2:00 PM - 3:20 PM        WICKS, ELIN                   
AB-3450             2:00 PM - 3:20 PM        KLEIN, LISA                   
AB-5141             2:00 PM - 3:20 PM        SAFARI, AHMAD                 
AB-5141             5:40 PM - 8:40 PM        RIMAN, RICHARD                
TIL-232             2:00 PM - 3:20 PM        KLEIN, LISA                   
TIL-232             2:00 PM - 3:20 PM        GAROFALINI                    
SC-135              2:00 PM - 3:20 PM        LEHMAN, RICHARD               
SC-135              2:00 PM - 3:20 PM        MANN, ADRIAN                  
FS-AUD              5:40 PM - 7:00 PM        GOEL, ASHUTOSH                
FS-AUD              5:40 PM - 7:00 PM        GOEL, ASHUTOSH                
AB-2225             3:50 PM - 5:10 PM        GOEL, ASHUTOSH                
AB-2225             3:50 PM - 5:10 PM        AKDOGAN, ENVER                
SC-123              3:50 PM - 5:10 PM        SAFARI, AHMAD                 
SC-123              3:50 PM - 5:10 PM        BIRNIE, DUNBAR                
AB-2225             10:20 AM - 11:40 AM      BIRNIE, DUNBAR                
AB-2225             10:20 AM - 11:40 AM      AKDOGAN, ENVER                
BRR-1071            2:00 PM - 3:20 PM        TSAKALAKOS                    
BRR-1071            2:00 PM - 3:20 PM        HABER, RICHARD                
SEC-212             3:50 PM - 5:10 PM        AKDOGAN, ENVER                
SEC-212             3:50 PM - 5:10 PM        AKDOGAN, ENVER                
LSH-B269            10:20 AM - 11:40 AM      DEMAURO, EDWARD               
LSH-B269            10:20 AM - 11:40 AM      DEMAURO, EDWARD               
LSH-B109            5:40 PM - 7:00 PM        LYNCH, JENNIFER               
LSH-B269            5:40 PM - 7:00 PM        MAZZEO, AARON                 
LSH-B269            12:10 PM - 1:30 PM       MAZZEO, AARON                 
LSH-B121            12:10 PM - 1:30 PM                                     
LSH-B269            12:10 PM - 1:30 PM       BAGCHI                        
LSH-B269            12:10 PM - 1:30 PM       BAGCHI                        
BE-221              5:40 PM - 7:00 PM        MALHOTRA, RAJIV               
LSH-B269            5:40 PM - 7:00 PM        MALHOTRA, RAJIV               
LSH-B269            5:40 PM - 8:40 PM        LYNCH, JENNIFER; GUO, ZHIXIONG
TIL-103B            7:30 PM - 8:50 PM        LYNCH, JENNIFER; GUO, ZHIXIONG
AB-2125             7:30 PM - 8:50 PM        LYNCH, JENNIFER; GUO, ZHIXIONG
AB-2125             10:20 AM - 1:20 PM       LYNCH, JENNIFER; GUO, ZHIXIONG
BRR-1095            3:50 PM - 5:10 PM        LYNCH, JENNIFER; GUO, ZHIXIONG
BRR-1095            3:50 PM - 5:10 PM        LYNCH, JENNIFER; GUO, ZHIXIONG
HLL-009             10:20 AM - 11:40 AM      LYNCH, JENNIFER; GUO, ZHIXIONG
BRR-1095            10:20 AM - 11:40 AM      LYNCH, JENNIFER; GUO, ZHIXIONG
BRR-1095            2:00 PM - 5:00 PM        LYNCH, JENNIFER; GUO, ZHIXIONG
SEC-207             10:20 AM - 11:40 AM      KNIGHT, DOYLE                 
BRR-1095            10:20 AM - 11:40 AM      KNIGHT, DOYLE                 
BRR-1095            12:10 PM - 1:30 PM       SCACCHIOLI                    
HLL-009             12:10 PM - 1:30 PM       SCACCHIOLI                    
BRR-1095            2:00 PM - 5:00 PM        SCACCHIOLI                    
BRR-1095            2:00 PM - 3:20 PM        SCACCHIOLI                    
SEC-212             2:00 PM - 3:20 PM        SCACCHIOLI                    
BRR-1095            8:30 AM - 11:30 AM       SCACCHIOLI                    
BRR-1095            5:40 PM - 8:40 PM        GU, XI                        
SEC-212             3:50 PM - 5:10 PM        GU, XI                        
VH-105              3:50 PM - 5:10 PM        GU, XI                        
VH-105              7:30 PM - 8:50 PM                                      
BE-011              7:30 PM - 8:50 PM        YI, JINGANG                   
VH-105              10:20 AM - 11:40 AM      YI, JINGANG                   
VH-105              10:20 AM - 11:40 AM      SHAN, JERRY                   
BE-003              10:20 AM - 11:40 AM      SHAN, JERRY                   
VH-105              10:20 AM - 11:40 AM      SHAN, JERRY                   
VH-105              10:20 AM - 1:20 PM       SHAN, JERRY                   
SC-116              3:50 PM - 5:10 PM        SHAN, JERRY                   
VH-105              3:50 PM - 5:10 PM        SHAN, JERRY                   
VH-105              2:00 PM - 3:20 PM        SHAN, JERRY                   
FH-A1               2:00 PM - 3:20 PM        SHAN, JERRY                   
VH-105              3:50 PM - 6:50 PM        SHAN, JERRY                   
VH-105              10:20 AM - 1:20 PM       SHAN, JERRY                   
TIL-103B            5:40 PM - 8:40 PM        SHAN, JERRY                   
SC-123              10:20 AM - 1:20 PM       SHAN, JERRY                   
SC-123              2:00 PM - 5:00 PM        SHAN, JERRY                   
AB-4225             7:30 PM - 8:50 PM        SHAN, JERRY                   
AB-4225             7:30 PM - 8:50 PM        SHAN, JERRY                   
TIL-232             8:30 AM - 11:30 AM       SHAN, JERRY                   
TIL-232             12:10 PM - 1:30 PM       SHAN, JERRY                   
TIL-116             12:10 PM - 1:30 PM       SHAN, JERRY                   
TIL-116             12:10 PM - 3:10 PM       SHAN, JERRY                   
TIL-116             12:10 PM - 3:10 PM       SHAN, JERRY                   
TIL-116             12:10 PM - 3:10 PM       SHAN, JERRY                   
PH-111              7:30 PM - 8:50 PM        SHAN, JERRY                   
PH-111              5:40 PM - 8:40 PM        SHAN, JERRY                   
PH-115              5:40 PM - 7:00 PM        SHAN, JERRY                   
PH-115              5:40 PM - 7:00 PM        SHAN, JERRY                   
PSY-101             5:40 PM - 7:00 PM        SHAN, JERRY                   
PSY-101             5:40 PM - 7:00 PM        SHAN, JERRY                   
PSY-101             8:30 AM - 11:30 AM       SHAN, JERRY                   
BRR-1071            10:20 AM - 1:20 PM       SHAN, JERRY                   
BRR-1071            9:20 PM - 10:40 PM       SHAN, JERRY                   
TIL-226             10:20 AM - 11:40 AM      SHAN, JERRY                   
TIL-226             5:40 PM - 7:00 PM        SHAN, JERRY                   
TIL-226             5:40 PM - 7:00 PM        SHAN, JERRY                   
TIL-226             5:40 PM - 7:00 PM        SHAN, JERRY                   
PSY-101             5:40 PM - 7:00 PM        SHAN, JERRY                   
PSY-101             2:00 PM - 3:20 PM        SHAN, JERRY                   
PSY-101             2:00 PM - 3:20 PM        SHAN, JERRY                   
LSH-AUD             3:50 PM - 5:10 PM        SHAN, JERRY                   
LSH-AUD             3:50 PM - 5:10 PM        SHAN, JERRY                   
CCB-1303            12:10 PM - 1:30 PM       SHAN, JERRY                   
CCB-1303            12:10 PM - 1:30 PM       SHAN, JERRY                   
TIL-232             5:40 PM - 7:00 PM        SHAN, JERRY                   
TIL-232             5:40 PM - 7:00 PM        SINGER                        
PSY-A361            10:20 AM - 11:40 AM      SINGER                        
PSY-A361            10:20 AM - 11:40 AM      BARUH, HAIM                   
PSY-A361            5:40 PM - 7:00 PM        BARUH, HAIM                   
PSY-A361            5:40 PM - 7:00 PM        ROSSI, TODD                   
PSY-A361            8:30 AM - 9:50 AM        ROSSI, TODD                   
PH-115              8:30 AM - 9:50 AM        BENAROYA, HAYM                
PH-115              8:30 AM - 9:50 AM        BENAROYA, HAYM                
LSH-AUD             8:30 AM - 9:50 AM        MULLER, MICHAEL               
LSH-AUD             2:00 PM - 3:20 PM        MULLER, MICHAEL               
SC-123              2:00 PM - 3:20 PM        MOOKERJEE                     
SC-123              3:50 PM - 5:10 PM        MOOKERJEE                     
BE-AUD              3:50 PM - 5:10 PM        GU, XI; PELEGRI               
BE-AUD              4:05 PM - 5:00 PM        REIHANI, AMIN                 
AB-2160             3:50 PM - 5:10 PM        REIHANI, AMIN                 
AB-2160             3:50 PM - 5:10 PM        DIEZ GARIAS                   
SC-123              10:35 AM - 11:30 AM      DIEZ GARIAS                   
SC-123              3:50 PM - 5:10 PM        GU, XI; PELEGRI               
TIL-254             3:50 PM - 5:10 PM        MAZZEO, AARON; ZOU, QINGZE    
TIL-254             10:35 AM - 11:30 AM      ZOU, QINGZE; MAZZEO, AARON    
VH-105              3:50 PM - 5:10 PM                                      
VH-105              3:50 PM - 5:10 PM                                      
TIL-205             12:25 PM - 1:20 PM       MINDEN, AUDREY; CHEN, SUZIE   
TIL-205             3:50 PM - 5:10 PM        LIU, FANG; FURMANSKI          
TIL-205             3:50 PM - 5:10 PM        CHEN, SUZIE                   
TIL-205             12:10 PM - 1:30 PM       CARTEGNI, LUCA                
TIL-205             12:10 PM - 1:30 PM       GUO, YANXIANG                 
VD-211              12:10 PM - 1:30 PM       LIU, FANG                     
VD-211              12:10 PM - 1:30 PM       MINDEN, AUDREY                
LSH-AUD             12:10 PM - 1:30 PM       SUH, NANJOO                   
LSH-AUD             12:10 PM - 1:30 PM       ZHOU, RENPING                 
SC-135              12:10 PM - 1:30 PM       ZHENG, XI                     
SC-135              12:10 PM - 1:30 PM       ZONG, WEI-XING                
LSH-AUD             10:20 AM - 11:40 AM      ZHENG                         
LSH-AUD             12:10 PM - 1:30 PM       CHEN, SUZIE                   
TIL-232             12:10 PM - 1:30 PM       CARTEGNI, LUCA                
TIL-232             7:30 PM - 8:50 PM        GUO, YANXIANG                 
AB-2225             12:10 PM - 1:30 PM       LIU, FANG                     
AB-2225             12:10 PM - 1:30 PM       MINDEN, AUDREY                
SC-135              7:30 PM - 8:50 PM        SUH, NANJOO                   
SC-135              5:40 PM - 7:00 PM        ZHOU, RENPING                 
PSY-101             5:40 PM - 7:00 PM        ZHENG, XI                     
PSY-101             12:10 PM - 1:30 PM       ZHENG                         
PSY-101             5:40 PM - 7:00 PM        HU, LONGQIN; JONES, ALLEN     
PSY-101             5:40 PM - 7:00 PM        WANG, JUN                     
PSY-101             12:10 PM - 1:30 PM       MOSCHITTO                     
PSY-101             5:40 PM - 7:00 PM        AUGERI, DAVID                 
SEC-111             5:40 PM - 7:00 PM        HU, LONGQIN                   
SEC-111             2:00 PM - 3:20 PM        KIMBALL                       
MI-100              5:40 PM - 7:00 PM        LAVOIE, EDMOND                
MI-100              5:40 PM - 7:00 PM        HU, LONGQIN                   
BRR-1095            12:10 PM - 1:30 PM       KIMBALL                       
BRR-1095            5:40 PM - 7:00 PM        LAVOIE, EDMOND                
BE-AUD              5:40 PM - 7:00 PM        BERNSTEIN                     
BE-AUD              7:30 PM - 8:50 PM        ALEKSUNES                     
HCK-210             12:10 PM - 1:30 PM       BERNSTEIN                     
HCK-210             12:10 PM - 1:30 PM       CHANG                         
FOR-138A            2:00 PM - 3:20 PM        GARDNER, CAROL                
TIL-258             2:00 PM - 3:20 PM        GERECKE, DONALD               
PSY-101             2:00 PM - 3:20 PM        GORDON, MARION                
BE-003              2:00 PM - 3:20 PM        GOW, ANDREW                   
BE-003              8:30 AM - 9:50 AM        GUO, GRACE                    
PSY-A340            8:30 AM - 9:50 AM        JI, SUNGCHUL                  
PSY-105             10:20 AM - 11:40 AM      JOSEPH, LAURIE                
PSY-105             10:20 AM - 11:40 AM      LASKIN, DEBRA                 
ARC-107             12:10 PM - 1:30 PM       MALAVIYA, RAMA                
