Class Name                                        Building/Room       Class Times              Professor Names               
30:725:350                                        PH-115              10:20 AM - 11:40 AM      LAMA, KABI                    
MOTIVATING CHANGE AS A HEALTH AMBASSADOR FOR DIABETES M..PH-115              10:20 AM - 11:40 AM      HART, HEATHER                 
30:725:404                                        PH-115              12:10 PM - 1:30 PM       SEU, MALINDA                  
LEAP-AHEAD DOCUMENTATION/PORTFOLIO 3              PH-115              8:30 AM - 9:50 AM        POLLACK, AMEE                 
30:725:427                                        BE-253              8:30 AM - 9:50 AM        LANGSAM, JULIE                
COMMUNITY PHARMACY PRACTICE MANAGEMENT            BE-253              8:30 AM - 9:50 AM        BASS, JONATHAN                
30:725:428                                        BE-253              8:30 AM - 9:50 AM        AKIN, AHMET                   
HOSPITAL PHARMACY PRACTICE MANAGEMENT             BE-253              8:30 AM - 9:50 AM        CHEN, HUIYI                   
30:725:432                                        BE-253              10:20 AM - 11:40 AM      JEMISON                       
INTEGRATED PHARMACOTHERAPY ASSESSMENT SKILLS SERIES IIBE-253              8:30 AM - 9:50 AM        JEMISON                       
30:725:470                                        SEC-117             8:30 AM - 9:50 AM        ROGEBERG                      
MEDICAL LITERATURE EVALUATION AND APPLICATION     SEC-117             12:10 PM - 1:30 PM       RODMAN, HALSEY                
30:725:482                                        SEC-117             10:20 AM - 11:40 AM      ROGEBERG                      
LEADERSHIP IN PHARMACY                            SEC-117             10:20 AM - 11:40 AM      RODMAN, HALSEY                
30:725:495                                        SEC-117             10:20 AM - 11:40 AM      LANGSAM, JULIE                
RESEARCH IN PHARMACY PRACTICE AND ADMINISTRATION  SEC-117             10:20 AM - 11:40 AM      LICHTENSTEIN                  
30:725:497                                        BME-126             10:20 AM - 11:40 AM      LICHTENSTEIN                  
RESEARCH IN PHARMACY PRACTICE AND ADMINISTRATION  BME-126             12:10 PM - 1:30 PM       MADSEN, BARBARA               
33:010:272                                        BME-126             10:20 AM - 11:40 AM      OLESON, JEANINE               
INTRODUCTION TO FINANCIAL ACCOUNTING              BME-126             10:20 AM - 11:40 AM      OLESON, JEANINE               
33:010:275                                        ARC-333             2:00 PM - 3:20 PM        POLLACK, AMEE                 
INTRODUCTION TO MANAGERIAL ACCOUNTING             ARC-333             2:00 PM - 3:20 PM        POLLACK, AMEE                 
33:010:310                                        ARC-333             2:00 PM - 3:20 PM        HAN, YOUNG; EDGERTON, BRIAN   
ACCTNG FOR ENGINEERS                              ARC-333             10:20 AM - 11:40 AM      HAN, YOUNG; EDGERTON, BRIAN   
33:010:325                                        ARC-333             2:00 PM - 3:20 PM        AUGER, SOPHIE; GOTTSHALL, ERIC
INTERMED ACCTNG I                                 ARC-333             2:00 PM - 3:20 PM        AUGER, SOPHIE; GOTTSHALL, ERIC
33:010:326                                        BST-114A            12:10 PM - 1:30 PM       O'CONNELL                     
INTERMED ACCTNG II                                BST-114A            2:00 PM - 3:20 PM        FRIEDMAN                      
33:010:401                                        TIL-103B            2:00 PM - 3:20 PM        SHILLING                      
ADVANCED ACCOUNTING                               TIL-103B            2:00 PM - 3:20 PM        OCAMPO, LOUIE                 
33:010:415                                        SEC-210             3:50 PM - 5:10 PM        BRUSH, SHAWN                  
CONCEPTS OF AUDITING                              SEC-210             3:50 PM - 5:10 PM        CARR, DARRAH                  
33:010:416                                        SEC-210             2:00 PM - 3:20 PM                                      
AUDIT ANALYTICS                                   SEC-210             3:50 PM - 5:10 PM        O'CONNELL                     
33:010:421                                        SEC-210             3:50 PM - 5:10 PM        GREENSPAN                     
INCOME TAX ACCOUNTNG                              SEC-210             3:50 PM - 5:10 PM        GREENSPAN                     
33:010:422                                        TIL-246             3:50 PM - 5:10 PM        GREENSPAN                     
TPCS INCOME TAXATION                              TIL-246             3:50 PM - 5:10 PM        REGAN, MEGAN                  
33:010:451                                        TIL-246             5:40 PM - 7:00 PM        REGAN, MEGAN                  
COST ACCOUNTING                                   TIL-246             8:30 AM - 9:50 AM        ALLEN, ASHER                  
33:010:458                                        TIL-246             8:30 AM - 9:50 AM        MITACCHIONE                   
ACCTNG INFORM SYSTS                               TIL-246             8:30 AM - 9:50 AM        FISCHER, KIANA                
33:010:495                                        HLL-116             8:30 AM - 9:50 AM        FISCHER, KIANA                
HONORS PROJECT ACCTG                              HLL-116             8:30 AM - 9:50 AM        WARRINER                      
33:010:496                                        HLL-116             10:20 AM - 11:40 AM      WARRINER                      
HONORS PROJECT ACCTG                              HLL-116             8:30 AM - 9:50 AM        SHICATANO                     
33:011:100                                        HLL-116             8:30 AM - 9:50 AM        SHICATANO                     
INTRO TO BUSINESS                                 HLL-116             12:10 PM - 1:30 PM       FAVRETTO                      
33:011:124                                        CCB-1303            7:30 PM - 8:50 PM        FAVRETTO                      
RU-FIT RBS                                        CCB-1303            7:30 PM - 8:50 PM                                      
33:011:231                                        SEC-209             5:40 PM - 7:00 PM        PALMISANO                     
WOMEN'S BUSINESS LEADERSHIP INITIATIVE SEMINAR 1  SEC-209             7:30 PM - 8:50 PM        LAPAZ-RODRIGUEZ               
33:011:270                                        TIL-242             7:30 PM - 8:50 PM        BLANCHARD                     
BYOC: CONTINOUS BUSINESS MONITORING               TIL-242             7:30 PM - 8:50 PM        MERO, ERIKA                   
33:011:271                                        TIL-116             7:30 PM - 8:50 PM        WILLIAMS                      
BYOC: EMERGING TECHNOLOGIES IN BUSINESS           TIL-116             7:30 PM - 8:50 PM        FISCHER, KIANA                
33:011:272                                        TIL-258             9:20 PM - 10:40 PM       WANG                          
BYOC: BUSINESS PROCESS AUTOMATION                 TIL-258             9:20 PM - 10:40 PM       TANOWITZ                      
33:011:273                                        TIL-246             9:20 PM - 10:40 PM       SCHWARTZ-SMITH                
BYOC: CLOUD COMPUTING BLOCKCHAIN        &amp; CRYPTOTIL-246             3:50 PM - 5:10 PM        SCHWARTZ-SMITH                
